FirstName|LastName|Occupation|HasEmployedAsLobbyistOnly|EmploymentExplanation|SubmittedDate|Year|Quarter|DisclosureXML
Michael|Houghton, Esq.|Attorney|0|Attorney|7/13/12 5:08 PM|2012|2|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>1</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>25</EmployerId><LegalName>Artesian Resources</LegalName><AddressLine1>664 Churchmans Road</AddressLine1><AddressLine2>Newark, DE 19702</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>25</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>2</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>315</EmployerId><LegalName>Christiana Care Corporation</LegalName><AddressLine1>501 West 14th Street</AddressLine1><AddressLine2>Wilmington, DE 19801</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>315</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>3</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>481</EmployerId><LegalName>Comcast of Delmarva, Inc.</LegalName><AddressLine1>5729 West Dennys Road</AddressLine1><AddressLine2>Dover, DE 19904</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>481</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>4</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>114</EmployerId><LegalName>DELAWARE RIVER &amp; BAY AUTHORITY</LegalName><AddressLine1>P.O. Box 71</AddressLine1><AddressLine2>New Castle, DE 19720</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>114</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>5</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>437</EmployerId><LegalName>NRG Energy Inc.</LegalName><AddressLine1>167 Stonepost Road</AddressLine1><AddressLine2>Glastonbury, CT 06033</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>437</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Michael|Houser|Financial services professional|0|Financial services professional engaging in public sector business activities|7/3/12 11:44 AM|2012|2|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>1</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>888</EmployerId><LegalName>Fidelity Brokerage Services LLC</LegalName><AddressLine1>82 Devonshire St.&lt;br&gt;V6A</AddressLine1><AddressLine2>Boston, MA 02109</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>888</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Michael|Dameron|Senior Vice President, Head of State and Local Government Relations|0|Senior Vice President, Head of State and Local Government Relations, TD Bank Government Affairs|7/19/12 12:29 PM|2012|2|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>1</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>914</EmployerId><LegalName>TD Bank US Holding Company</LegalName><AddressLine1>1101 Pennsylvania Avenue NW&lt;br&gt;Suite 600</AddressLine1><AddressLine2>Washington, DC 20004</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>914</EmployerId><FoodRefreshments>40.82</FoodRefreshments><Entertainment>5.29</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Michael|Cicalese|Treasury Management Sales|0|Sell treasury management banking services to customers, including government and government agencies.|7/20/12 11:27 AM|2012|2|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>1</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>1027</EmployerId><LegalName>Wells Fargo Bank, N.A.</LegalName><AddressLine1>301 S. Tryon Street</AddressLine1><AddressLine2>Charlotte, NC 28282</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>1027</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Michael|Cicalese|Treasury Management Sales|0|Sell treasury management banking services to customers, including government and government agencies.|10/15/12 4:16 PM|2012|3|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>1</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>1027</EmployerId><LegalName>Wells Fargo Bank, N.A.</LegalName><AddressLine1>301 S. Tryon Street</AddressLine1><AddressLine2>Charlotte, NC 28282</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>1027</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Michael|Dameron|Senior Vice President, Head of State and Local Government Relations|0|Senior Vice President, Head of State and Local Government Relations, TD Bank Government Affairs|10/2/12 5:34 PM|2012|3|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>1</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>914</EmployerId><LegalName>TD Bank US Holding Company</LegalName><AddressLine1>1101 Pennsylvania Avenue NW&lt;br&gt;Suite 600</AddressLine1><AddressLine2>Washington, DC 20004</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>914</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Michael|Houser|Financial services professional|0|Financial services professional engaging in public sector business activities|10/5/12 11:16 AM|2012|3|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>1</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>888</EmployerId><LegalName>Fidelity Brokerage Services LLC</LegalName><AddressLine1>82 Devonshire St.&lt;br&gt;V6A</AddressLine1><AddressLine2>Boston, MA 02109</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>888</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Michael|Houghton, Esq.|Attorney|0|Attorney|10/15/12 3:38 PM|2012|3|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>1</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>25</EmployerId><LegalName>Artesian Resources</LegalName><AddressLine1>664 Churchmans Road</AddressLine1><AddressLine2>Newark, DE 19702</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>25</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>2</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>315</EmployerId><LegalName>Christiana Care Corporation</LegalName><AddressLine1>501 West 14th Street</AddressLine1><AddressLine2>Wilmington, DE 19801</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>315</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>3</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>481</EmployerId><LegalName>Comcast of Delmarva, Inc.</LegalName><AddressLine1>5729 West Dennys Road</AddressLine1><AddressLine2>Dover, DE 19904</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>481</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>4</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>114</EmployerId><LegalName>DELAWARE RIVER &amp; BAY AUTHORITY</LegalName><AddressLine1>P.O. Box 71</AddressLine1><AddressLine2>New Castle, DE 19720</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>114</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>5</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>437</EmployerId><LegalName>NRG Energy Inc.</LegalName><AddressLine1>167 Stonepost Road</AddressLine1><AddressLine2>Glastonbury, CT 06033</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>437</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Michael|Vild|General Counsel|0|I am Senior Vice President and General Counsel of Delaware Park and will lobby on its behalf.|10/2/12 10:57 AM|2012|3|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>1</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>680</EmployerId><LegalName>Delaware Park Management Company, LLC</LegalName><AddressLine1>777 Delaware Park Blvd.</AddressLine1><AddressLine2>Wilmington, DE 19804</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>680</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>2</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>679</EmployerId><LegalName>Delaware Racing Association</LegalName><AddressLine1>777 Delaware Park Blvd.</AddressLine1><AddressLine2>Wilmington, DE 19804</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>679</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Michael|Beson|Partner, Open Door Media|0|As Partner at Open Door Media, it is possible I will lobby on behalf of the Pew Environment Group.|10/1/12 10:21 AM|2012|3|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>1</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>971</EmployerId><LegalName>Pew Environment Group</LegalName><AddressLine1>901 E Street NW</AddressLine1><AddressLine2>Washington, DC 20004</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>971</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Michael|Wilson|Communications Director|0|As communications director, in the course of my duties, in reaching out to the community the state legislature is a key stakeholder.|10/19/12 2:57 PM|2012|3|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>1</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>579</EmployerId><LegalName>Delaware Community Reinvestment Action Council, Inc.</LegalName><AddressLine1>601 North Church Street</AddressLine1><AddressLine2>Wilmington, DE 19801</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>579</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Michael|Migliore, Esq.|Lawyer|0|Practicing Lawyer|10/18/12 9:04 AM|2012|3|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>1</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>232</EmployerId><LegalName>REYBOLD GROUP, THE</LegalName><AddressLine1>116 Scotland Drive</AddressLine1><AddressLine2>Bear, DE 19701</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>232</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>2</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>450</EmployerId><LegalName>WHYY, Inc.</LegalName><AddressLine1>625 Orange Street</AddressLine1><AddressLine2>Wilmington, DE 19807</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>450</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Michael|Migliore, Esq.|Lawyer|0|Practicing Lawyer|1/31/13 8:44 AM|2012|4|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>232</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>232</EmployerId><LegalName>REYBOLD GROUP, THE</LegalName><AddressLine1>116 Scotland Drive</AddressLine1><AddressLine2>NA</AddressLine2><City>Bear</City><State>Delaware</State><ZipCode>19701</ZipCode></Employer><EmployerId>232</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>450</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>450</EmployerId><LegalName>WHYY, Inc.</LegalName><AddressLine1>625 Orange Street</AddressLine1><AddressLine2>NA</AddressLine2><City>Wilmington</City><State>Delaware</State><ZipCode>19807</ZipCode></Employer><EmployerId>450</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Michael|Wilson|Communications Director|0|As communications director, in the course of my duties, in reaching out to the community the state legislature is a key stakeholder.|1/23/13 12:00 AM|2012|4|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Michael|Beson|Partner, Open Door Media|0|As Partner at Open Door Media, it is possible I will lobby on behalf of the Pew Environment Group.|1/3/13 11:53 AM|2012|4|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>971</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>971</EmployerId><LegalName>Pew Environment Group</LegalName><AddressLine1>901 E Street NW</AddressLine1><AddressLine2>NA</AddressLine2><City>Washington</City><State>Florida</State><ZipCode>20004</ZipCode></Employer><EmployerId>971</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Michael|Vild|General Counsel|0|I am Senior Vice President and General Counsel of Delaware Park and will lobby on its behalf.|1/3/13 12:00 AM|2012|4|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Michael|Houser|Financial services professional|0|Financial services professional engaging in public sector business activities|1/7/13 12:00 AM|2012|4|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Michael|Houghton, Esq.|Attorney|0|Attorney|1/18/13 12:00 AM|2012|4|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Michael|Dameron|Senior Vice President, Head of State and Local Government Relations|0|Senior Vice President, Head of State and Local Government Relations, TD Bank Government Affairs|1/16/13 12:00 AM|2012|4|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Michael|Cicalese|Treasury Management Sales|0|Sell treasury management banking services to customers, including government and government agencies.|1/9/13 12:00 AM|2012|4|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Michael A.|Begatto|Union Representative|0|As a regular employee represents union members in grievances, arbitration, negotiations, etc. Also, does lobbying on behalf of our members|4/4/12 11:08 AM|2012|1|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>1</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>111</EmployerId><LegalName>DELAWARE PUBLIC EMPLOYEES COUNCIL 81 AMERICAN FEDERATION OF STATE, COUNTY &amp; MUNICIPAL EMPLOYEES - AFL - CIO</LegalName><AddressLine1>296 Churchmans Road</AddressLine1><AddressLine2>New Castle, DE 19720</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>111</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Michael A.|Jennings|Vice President, Government Affairs|0|Perform regulatory and legislative duties as Vice President, Government Affairs for Prudential Financial, Inc.|4/2/12 2:55 PM|2012|1|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>1</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>228</EmployerId><LegalName>The Prudential Insurance Company of America</LegalName><AddressLine1>751 BROAD STREET</AddressLine1><AddressLine2>Newark, NJ 07102</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>228</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Michael A.|Jennings|Vice President, Government Affairs|0|Perform regulatory and legislative duties as Vice President, Government Affairs for Prudential Financial, Inc.|7/2/12 1:27 PM|2012|2|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>1</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>228</EmployerId><LegalName>The Prudential Insurance Company of America</LegalName><AddressLine1>751 BROAD STREET</AddressLine1><AddressLine2>Newark, NJ 07102</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>228</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Michael A.|Begatto|Union Representative|0|As a regular employee represents union members in grievances, arbitration, negotiations, etc. Also, does lobbying on behalf of our members|7/5/12 11:52 AM|2012|2|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>1</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>111</EmployerId><LegalName>DELAWARE PUBLIC EMPLOYEES COUNCIL 81 AMERICAN FEDERATION OF STATE, COUNTY &amp; MUNICIPAL EMPLOYEES - AFL - CIO</LegalName><AddressLine1>296 Churchmans Road</AddressLine1><AddressLine2>New Castle, DE 19720</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>111</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Michael A.|Begatto|Union Representative|0|As a regular employee represents union members in grievances, arbitration, negotiations, etc. Also, does lobbying on behalf of our members|10/3/12 10:23 AM|2012|3|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>1</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>111</EmployerId><LegalName>DELAWARE PUBLIC EMPLOYEES COUNCIL 81 AMERICAN FEDERATION OF STATE, COUNTY &amp; MUNICIPAL EMPLOYEES - AFL - CIO</LegalName><AddressLine1>296 Churchmans Road</AddressLine1><AddressLine2>New Castle, DE 19720</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>111</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Michael A.|Jennings|Vice President, Government Affairs|0|Perform regulatory and legislative duties as Vice President, Government Affairs for Prudential Financial, Inc.|10/1/12 2:31 PM|2012|3|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>1</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>228</EmployerId><LegalName>The Prudential Insurance Company of America</LegalName><AddressLine1>751 BROAD STREET</AddressLine1><AddressLine2>Newark, NJ 07102</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>228</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Michael A.|Jennings|Vice President, Government Affairs|0|Perform regulatory and legislative duties as Vice President, Government Affairs for Prudential Financial, Inc.|1/7/13 12:00 AM|2012|4|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Michael A.|Begatto|Union Representative|0|As a regular employee represents union members in grievances, arbitration, negotiations, etc. Also, does lobbying on behalf of our members|3/4/13 12:00 AM|2012|4|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Michael J.|Tobin|Legislative Vice President|0|My responsibilities encompass a number of duties for our company operations in various states, only a very small portion of which may include DE lobby activity.|4/9/12 11:48 AM|2012|1|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>1</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>787</EmployerId><LegalName>New York LIfe Insurance Company</LegalName><AddressLine1>51 Madison Avenue</AddressLine1><AddressLine2>New York, NY 10010</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>787</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Michael J.|Tobin|Legislative Vice President|0|My responsibilities encompass a number of duties for our company operations in various states, only a very small portion of which may include DE lobby activity.|7/10/12 12:24 PM|2012|2|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>1</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>787</EmployerId><LegalName>New York LIfe Insurance Company</LegalName><AddressLine1>51 Madison Avenue</AddressLine1><AddressLine2>New York, NY 10010</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>787</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Michael J.|Ciabattoni, Jr.|Retired|1||7/30/12 9:52 AM|2012|2|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>1</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>147</EmployerId><LegalName>GENERAL TEAMSTER LOCAL 326, Political Action Committee</LegalName><AddressLine1>451 East New Churchman's Rd.</AddressLine1><AddressLine2>New Castle, DE 19720</AddressLine2><City/><State/><ZipCode/></Employer><EmployerId>147</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
