FirstName|LastName|Occupation|HasEmployedAsLobbyistOnly|EmploymentExplanation|SubmittedDate|Year|Quarter|DisclosureXML
Laurisa|Schutt|Education|0|Executive Director of Teach For America.|4/19/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>1171</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>1171</EmployerId><LegalName>Teach For America, Inc.</LegalName><AddressLine1>100 West 10th Street</AddressLine1><AddressLine2>Suite 500</AddressLine2><City>Wilmington</City><State>Delaware</State><ZipCode>19801</ZipCode></Employer><EmployerId>1171</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Lee|Marks|lobbyist|0|As a State Government Manager I cover several states.|4/11/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Leigh|Walton|Vice President, State Government Affairs|0|Vice President, State Government Affairs|4/9/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Leonard|McCartney|Vice President/BA Teamsters Local 326|0|WORK ON BEHALF OF THE TEAMSTERS UNION|4/1/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Letitia L.|Diswood|Office Manager|0|Although employed part time as Office Manager, also currently serving as co-President, a volunteer post|4/9/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Lisa|Schieffert|Policy Director|0|Lobbying is one part of my overall job responsibilities for the Delaware Healthcare Association.|4/10/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>279</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>279</EmployerId><LegalName>DELAWARE HEALTHCARE ASSN.</LegalName><AddressLine1>1280 S. Governors Avenue</AddressLine1><AddressLine2>NA</AddressLine2><City>Dover</City><State>Delaware</State><ZipCode>19901</ZipCode></Employer><EmployerId>279</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Lisa|Goodman|Attorney|0|Practicing attorney|4/8/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Lisa|Pertzoff|Executive Director; volunteer|0|Employed by Delaware Council on Gambling Problems; Acting for League of Women Voters solely as volunteer|4/8/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Lorraine M.|Fleming|retired, Associate Director for Advocacy|0|Retired, now Board member and member of Advocacy Committee of Board of Directors; all work is as a volunteer|4/5/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>105</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>105</EmployerId><LegalName>DELAWARE NATURE SOCIETY</LegalName><AddressLine1>P.O. Box 700</AddressLine1><AddressLine2>NA</AddressLine2><City>Hockessin</City><State>Delaware</State><ZipCode>199707</ZipCode></Employer><EmployerId>105</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Lucie|Urban|Tivoli Enterprise Sales Executive|0|I works as a Sales Executive for IBM.  Lobbying in Delaware is only a portion of my duties as an IBM employee.|4/21/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Lucretia B.|Young|AARP State Director|0|State Director of AARP with occasional need to discuss legislative issues with Delaware legislature|5/8/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Lynn|Williams|environmental volunteer|0|As president (chair of the board) of Christina COnservancy, I represent the board in any advocacy positions taken, among other duties|4/8/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>849</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>849</EmployerId><LegalName>Christina Conservancy</LegalName><AddressLine1>202 Brecks Lane</AddressLine1><AddressLine2>NA</AddressLine2><City>Wilmington</City><State>Delaware</State><ZipCode>19807</ZipCode></Employer><EmployerId>849</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Margaret|Guarino|Investment Banker|0|I represent Merrill Lynch & Co. as a bond underwriter to the Delaware State Housing Authority.|4/5/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Margaret|McKay|Lobbyists|1||5/2/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Maria|Evans|Government Affairs Director|1|NA|4/18/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>276</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>276</EmployerId><LegalName>DELAWARE ASSN. OF REALTORS</LegalName><AddressLine1>134 East Water Street</AddressLine1><AddressLine2>NA</AddressLine2><City>Dover</City><State>Delaware</State><ZipCode>19901</ZipCode></Employer><EmployerId>276</EmployerId><FoodRefreshments>501.31</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Mariann|Kenville-Moore|Social Worker|0|I am the Director of Advocacy & Policy.  The majority of my work is with other non-profits and government agencies.  It is only on occassion that my work involves lobbying.|5/20/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>784</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>784</EmployerId><LegalName>Delaware Coalition Against Domestic Violence</LegalName><AddressLine1>100 W. 10th Street, Suite 703</AddressLine1><AddressLine2>NA</AddressLine2><City>Wilmington</City><State>Delaware</State><ZipCode>19801</ZipCode></Employer><EmployerId>784</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Mark|Thompson|External Affairs Officer|0|Responsibilities also include marketing, community relations and public/media relations.|5/8/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Mark|Holman|Partner|1|NA|4/12/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Mark|DiMaio|Assoc. Director, Mental Health Field Advocacy and Policy|0|Employee of principal and employment includes other duties in other states.|4/16/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Mark|Purpura|Attorney|0|Full-time attorney|4/8/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Mark|Alagna|Lobbyist|1||4/5/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Mark|Lally|Lobbyist/Consultant|1|NA|4/1/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>100</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>100</EmployerId><LegalName>DELAWARE LEAGUE OF LOCAL GOVERNMENTS</LegalName><AddressLine1>P.O. Box 484</AddressLine1><AddressLine2>NA</AddressLine2><City>Dover</City><State>Delaware</State><ZipCode>19903</ZipCode></Employer><EmployerId>100</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>231</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>231</EmployerId><LegalName>REHOBOTH-DEWEY CHAMBER OF COMMERCE</LegalName><AddressLine1>P.O. Box 216</AddressLine1><AddressLine2>NA</AddressLine2><City>Rehoboth</City><State>Delaware</State><ZipCode>199710216</ZipCode></Employer><EmployerId>231</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>708</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>708</EmployerId><LegalName>Vasilikos Associates</LegalName><AddressLine1>615 Foulkstone Rd</AddressLine1><AddressLine2>NA</AddressLine2><City>Wilmington</City><State>Delaware</State><ZipCode>19803</ZipCode></Employer><EmployerId>708</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>709</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>709</EmployerId><LegalName>Vasilikos Enterprises</LegalName><AddressLine1>615 Foulkstone Rd</AddressLine1><AddressLine2>NA</AddressLine2><City>Wilmington</City><State>Delaware</State><ZipCode>19803</ZipCode></Employer><EmployerId>709</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>710</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>710</EmployerId><LegalName>Rehoboth Professional Center</LegalName><AddressLine1>720 Rehoboth Ave</AddressLine1><AddressLine2>NA</AddressLine2><City>Rehoboth Beach</City><State>Delaware</State><ZipCode>19971</ZipCode></Employer><EmployerId>710</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>711</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>711</EmployerId><LegalName>Gannos LLC</LegalName><AddressLine1>18977 Munchy Branch Rd</AddressLine1><AddressLine2>Unit 2-G</AddressLine2><City>Rehoboth Beach</City><State>Delaware</State><ZipCode>19971</ZipCode></Employer><EmployerId>711</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>712</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>712</EmployerId><LegalName>Old Landing Properties</LegalName><AddressLine1>19441 Old Landing Rd</AddressLine1><AddressLine2>NA</AddressLine2><City>Rehoboth Beach</City><State>Delaware</State><ZipCode>19971</ZipCode></Employer><EmployerId>712</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>713</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>713</EmployerId><LegalName>Seafarers Shops LLC</LegalName><AddressLine1>P.O. Box 1363</AddressLine1><AddressLine2>NA</AddressLine2><City>Rehoboth Beach</City><State>Delaware</State><ZipCode>19971</ZipCode></Employer><EmployerId>713</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>714</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>714</EmployerId><LegalName>Cedar Village LLC</LegalName><AddressLine1>132 Amelia Dr.</AddressLine1><AddressLine2>NA</AddressLine2><City>Lincoln</City><State>Delaware</State><ZipCode>19960</ZipCode></Employer><EmployerId>714</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>715</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>715</EmployerId><LegalName>Careys Estates LLC</LegalName><AddressLine1>P.O. Box 103</AddressLine1><AddressLine2>NA</AddressLine2><City>Rehoboth Beach</City><State>Delaware</State><ZipCode>19971</ZipCode></Employer><EmployerId>715</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>716</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>716</EmployerId><LegalName>Georgetown Properties LLC</LegalName><AddressLine1>432 E. Market St.</AddressLine1><AddressLine2>NA</AddressLine2><City>Georgetown</City><State>Delaware</State><ZipCode>19947</ZipCode></Employer><EmployerId>716</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>717</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>717</EmployerId><LegalName>Heritage Lands LLC</LegalName><AddressLine1>P.O. Box 631</AddressLine1><AddressLine2>NA</AddressLine2><City>Rehoboth Beach</City><State>Delaware</State><ZipCode>19971</ZipCode></Employer><EmployerId>717</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>718</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>718</EmployerId><LegalName>Smyrna Properties LLC</LegalName><AddressLine1>1710 Highway One</AddressLine1><AddressLine2>NA</AddressLine2><City>Dewey Beach</City><State>Delaware</State><ZipCode>19971</ZipCode></Employer><EmployerId>718</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>720</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>720</EmployerId><LegalName>Destination Station Center Ltd.</LegalName><AddressLine1>501 Rehoboth Ave.</AddressLine1><AddressLine2>NA</AddressLine2><City>Rehoboth Beach</City><State>Delaware</State><ZipCode>19971</ZipCode></Employer><EmployerId>720</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>774</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>774</EmployerId><LegalName>The Way Home, Inc.</LegalName><AddressLine1>One East Laurel Street</AddressLine1><AddressLine2>NA</AddressLine2><City>Georgetown</City><State>Delaware</State><ZipCode>19947</ZipCode></Employer><EmployerId>774</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>775</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>775</EmployerId><LegalName>Hidden Hills MHP, LLC</LegalName><AddressLine1>Major St &amp; Misty Lane</AddressLine1><AddressLine2>NA</AddressLine2><City>Lincoln</City><State>Delaware</State><ZipCode>19960</ZipCode></Employer><EmployerId>775</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>958</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>958</EmployerId><LegalName>M.S.Lally &amp; Associates</LegalName><AddressLine1>10 Brittany Lane</AddressLine1><AddressLine2>NA</AddressLine2><City>Lewes</City><State>Delaware</State><ZipCode>19958</ZipCode></Employer><EmployerId>958</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>959</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>959</EmployerId><LegalName>Horizon Philanthropic Services</LegalName><AddressLine1>PO Box 802</AddressLine1><AddressLine2>NA</AddressLine2><City>Lewes</City><State>Delaware</State><ZipCode>19958</ZipCode></Employer><EmployerId>959</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>979</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>979</EmployerId><LegalName>Sussex County Compassion Care Center</LegalName><AddressLine1>P.O. Box 615</AddressLine1><AddressLine2>NA</AddressLine2><City>Lewes</City><State>Delaware</State><ZipCode>19958</ZipCode></Employer><EmployerId>979</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>825</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>825</EmployerId><LegalName>Delaware Solar Energy Coalition, LLC</LegalName><AddressLine1>P.O. Box 7025</AddressLine1><AddressLine2>NA</AddressLine2><City>Newark</City><State>Delaware</State><ZipCode>7025</ZipCode></Employer><EmployerId>825</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>1028</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>1028</EmployerId><LegalName>Fort Miles Historical Association</LegalName><AddressLine1>120 E. Wild Rabbit Run</AddressLine1><AddressLine2>NA</AddressLine2><City>Lewes</City><State>Delaware</State><ZipCode>19958</ZipCode></Employer><EmployerId>1028</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Mark G.|Brainard|Government Relations|1||5/6/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Mark Jason|Richardson|Regional Account Manager|0|Regional Account Manager for Forest Pharmaceuticals, Inc|4/1/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Marty|Rouse|National Field Director|0|Part-time lobbyist.|4/19/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>933</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>933</EmployerId><LegalName>Human Rights Campaign</LegalName><AddressLine1>1640 Rhode Island Ave., NW</AddressLine1><AddressLine2>NA</AddressLine2><City>Washington</City><State>District of Columbia</State><ZipCode>20036</ZipCode></Employer><EmployerId>933</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Mary |Davis|Lobbyist|1||4/18/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>123</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>123</EmployerId><LegalName>DELAWARE STATE BAR ASSN.</LegalName><AddressLine1>301 N. Market St.</AddressLine1><AddressLine2>NA</AddressLine2><City>Wilmington</City><State>Delaware</State><ZipCode>19801</ZipCode></Employer><EmployerId>123</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>284</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>284</EmployerId><LegalName>DOVER DOWNS GAMING &amp; ENTERTAINMENT, INC.</LegalName><AddressLine1>P.O. Box 843</AddressLine1><AddressLine2>1131 N. DuPont Hwy.</AddressLine2><City>Dover</City><State>Delaware</State><ZipCode>19903</ZipCode></Employer><EmployerId>284</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>130</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>130</EmployerId><LegalName>DELAWARE TRIAL LAWYERS ASSN.</LegalName><AddressLine1>913 Market</AddressLine1><AddressLine2>Suite 315</AddressLine2><City>Wilmington</City><State>Delaware</State><ZipCode>19801</ZipCode></Employer><EmployerId>130</EmployerId><FoodRefreshments>7125.34</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure><LobsEmployerExpenditure><ItemId>211</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>211</EmployerId><LegalName>NED DAVIS ASSOCIATES</LegalName><AddressLine1>42 S. State Street</AddressLine1><AddressLine2>Suite 2</AddressLine2><City>Dover</City><State>Delaware</State><ZipCode>19901</ZipCode></Employer><EmployerId>211</EmployerId><FoodRefreshments>711.66</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Mary|Wachter|Director, State Gov't Affairs|0|Director, State Government Affairs.  Job entails more than just lobbying.|4/10/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Mary Jo|Mafale|Software Account Manager|0|I am responsible for promoting and selling IBM products and services.|4/17/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Maura|Melley|Lawyer|0|Provide management and government relations consulting to clients.|4/5/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>1053</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>1053</EmployerId><LegalName>The Phoenix Companies Inc.</LegalName><AddressLine1>PO Box 5056</AddressLine1><AddressLine2>NA</AddressLine2><City>Hartford</City><State>Connecticut</State><ZipCode>06102</ZipCode></Employer><EmployerId>1053</EmployerId><FoodRefreshments>0</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
Maya|van Rossum|the Delaware Riverkeeper|0|Lobbying is not a core activity of the organization.  Our main focuses are advocacy, education, enforcement of environmental laws, water quality monitoring, waterway habitat restoration.  We work throughout the entire Delaware River watershed, only a portion of which lies in DE state.  We are not in need of, nor do we desire, investing in a full-time lobbying position.  My position as the Delaware Riverkeeper is to be the primary spokesperson for the organization and its issues.|4/22/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Meg|Bohne|Grassroots Organizer|0|I am a paid employee for Consumers Union and work on Consumer Advocacy issues which include lobbying.|4/19/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Melissa|Innes|Outreach Director|0|I am the outreach director for a national, non profit organization working on recycling policy, made up of two staff.|4/10/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection/><LobsPOGiftsCollection/></LOBDisclosure>
Melissa|Hopkins|Government Affairs Manager|0|Additional job responsibilities within the Rodel Foundation of Delaware|4/12/2013|2013|1|<LOBDisclosure><LobsEmployerExpenditureCollection><LobsEmployerExpenditure><ItemId>981</ItemId><DisclosureId>0</DisclosureId><Employer><EmployerId>981</EmployerId><LegalName>Rodel Foundation of Delaware</LegalName><AddressLine1>100 W. 10th Street</AddressLine1><AddressLine2>Suite 704</AddressLine2><City>Wilmington</City><State>Delaware</State><ZipCode>19801</ZipCode></Employer><EmployerId>981</EmployerId><FoodRefreshments>22.2</FoodRefreshments><Entertainment>0</Entertainment><LodgingExpenses>0</LodgingExpenses><TravelExpense>0</TravelExpense><RecreationExpense>0</RecreationExpense><GiftContributions>0</GiftContributions></LobsEmployerExpenditure></LobsEmployerExpenditureCollection><LobsPOGiftsCollection/></LOBDisclosure>
